INSEE;lon;lat
69077;4.77;46.15
69070;4.39;46.02
42165;4.34;45.79
42197;4.05;45.74
42068;4.26;46.02
71291;4.01;46.20
43025;4.09;45.26
42183;4.37;45.40
42301;4.06;45.51
42208;4.47;45.54
69004;4.65;45.92
42260;3.92;45.84
42140;4.04;45.47
42243;3.99;45.85
43184;4.26;45.36
69093;4.46;46.03
42226;4.11;45.85
69263;4.41;45.82
42185;4.25;45.59
3066;3.72;46.10
42071;4.09;46.02
7313;4.76;45.31
42311;4.40;45.49
43237;3.69;45.27
38298;4.78;45.37
71463;4.25;46.23
42297;4.27;45.76
42234;4.38;45.53
69052;4.71;45.88
69080;4.73;45.55
42284;4.00;46.08
42217;3.86;45.79
63267;3.64;45.91
69054;4.49;46.17
69171;4.60;45.81
42265;4.73;45.44
69252;4.69;45.53
69244;4.75;45.76
42134;4.03;45.69
69044;4.74;45.78
42109;3.94;45.77
43059;3.67;45.35
42172;4.43;45.39
71393;4.16;46.20
42199;3.93;46.03
42098;4.27;45.94
42287;4.50;45.27
42095;4.29;45.38
42039;3.82;45.71
63104;3.96;45.47
69132;4.40;45.68
69091;4.76;45.58
69008;4.50;45.83
69214;4.33;46.00
42299;4.10;45.62
42145;4.23;46.03
69240;4.39;46.07
43212;3.96;45.35
42064;4.70;45.46
69035;4.66;46.28
42195;3.96;45.74
71113;4.26;46.21
42278;3.81;45.80
42252;3.91;45.77
42253;4.00;46.04
43240;4.00;45.25
43026;3.82;45.22
69137;4.60;46.02
63260;3.66;45.72
42300;4.29;46.10
69227;4.56;45.66
42205;3.93;45.66
42141;4.25;46.15
69059;4.71;45.85
69264;4.73;45.99
69081;4.77;45.78
71008;4.37;46.24
42170;4.14;46.04
42212;4.11;45.96
71408;4.21;46.20
69134;4.60;45.93
69127;4.71;45.79
42063;4.28;45.91
42169;4.14;45.45
42215;4.21;46.18
63211;3.72;45.48
42083;4.67;45.56
42315;4.23;45.61
42159;3.74;45.81
1183;4.78;46.11
42177;4.13;46.14
43189;3.89;45.30
43127;4.15;45.35
69175;4.57;45.82
42194;3.84;46.24
69058;4.66;46.19
42044;4.33;45.39
42310;4.55;45.34
71451;4.24;46.20
71559;4.34;46.28
42049;3.90;46.15
1427;4.77;45.94
69249;4.63;45.68
42230;4.02;45.83
1225;4.78;46.06
42267;4.13;46.16
69031;4.52;45.75
69036;4.67;46.13
3248;3.79;46.06
71473;4.37;46.26
69172;4.63;46.05
7342;4.60;45.23
69125;4.73;45.87
69006;4.33;45.96
42216;4.43;45.61
63454;3.74;45.65
71133;4.31;46.29
69013;4.71;46.02
42096;4.43;45.54
42131;4.24;46.18
3105;3.71;46.23
71487;4.73;46.25
42293;4.28;46.01
42139;4.40;45.29
38340;4.76;45.45
69179;4.70;45.59
42261;4.37;45.73
69055;4.74;45.89
69140;4.70;45.89
71327;4.33;46.24
69151;4.58;46.07
69190;4.69;45.77
42255;3.88;45.87
42128;4.31;45.93
42090;4.34;45.76
71148;4.27;46.17
42313;4.00;45.73
69089;4.76;45.74
69225;4.42;45.87
69021;4.55;45.77
43213;4.28;45.24
42254;4.19;45.86
7228;4.78;45.26
42012;4.00;45.59
42242;4.62;45.56
7143;4.75;45.35
42081;4.27;45.61
69047;4.66;45.89
42289;4.22;45.94
42047;3.84;45.85
69120;4.43;45.79
69014;4.48;45.68
42053;4.63;45.51
42037;4.06;45.67
69102;4.37;45.89
69183;4.42;46.08
69121;4.68;45.85
71074;4.77;46.26
63221;3.82;45.41
69212;4.68;45.88
42259;4.59;45.55
42241;4.13;45.89
42117;4.04;45.54
69060;4.51;46.10
42025;4.21;46.10
71108;4.72;46.28
42333;4.23;46.13
71238;4.08;46.22
63218;3.70;45.39
71077;4.00;46.28
42028;4.56;45.26
42201;4.65;45.35
7344;4.70;45.33
69186;4.41;46.23
42327;4.74;45.46
42312;4.08;45.42
42127;4.06;46.09
42097;4.32;45.50
69097;4.74;45.51
42219;4.10;45.74
69174;4.37;45.92
69122;4.71;45.91
42245;3.84;45.82
42067;4.59;45.35
42010;4.38;45.57
63161;3.75;45.59
3035;3.91;46.31
42302;4.44;45.50
63016;3.63;45.74
63465;3.88;45.43
42228;4.09;45.54
71437;4.26;46.27
42013;4.31;45.64
69198;4.62;46.08
42202;4.33;45.72
42214;4.29;45.68
63371;3.81;45.46
63105;3.77;45.46
69216;4.51;45.80
69045;4.69;46.08
42296;4.28;45.73
71372;4.74;46.19
69042;4.50;45.65
42231;3.96;46.11
3068;3.73;46.20
71022;4.28;46.29
42102;4.44;45.57
69268;4.77;45.66
42002;3.93;45.80
42161;4.13;45.99
42332;4.03;46.00
42229;4.39;46.20
69022;4.55;45.80
69078;4.52;45.68
42022;4.22;45.52
42007;4.29;46.13
69148;4.72;45.66
42133;4.48;45.57
69254;4.42;45.95
42160;3.99;45.82
42146;3.99;45.46
71415;4.13;46.28
42167;4.66;45.47
7172;4.73;45.29
63072;3.70;45.87
42206;4.33;45.54
42072;3.83;45.77
69200;4.46;45.85
43035;3.73;45.31
42187;4.08;46.05
69267;4.67;46.16
42307;4.66;45.55
69023;4.64;46.03
69176;4.69;45.68
69157;4.49;45.89
63331;3.94;45.50
69027;4.75;45.68
43236;4.25;45.30
42152;4.17;46.10
42046;4.05;45.64
42238;3.79;45.78
69258;4.64;46.22
42285;4.13;45.56
69162;4.61;46.11
42106;3.95;45.86
42191;4.66;45.39
69069;4.73;45.75
42148;4.33;45.82
69160;4.46;46.14
69002;4.42;46.28
69018;4.58;46.16
71258;4.73;46.26
42168;4.66;45.42
42224;4.43;45.35
69255;4.64;45.73
42066;4.18;45.76
42322;4.52;45.41
42078;3.84;46.17
71090;4.76;46.22
42308;4.58;45.45
42237;4.45;45.46
69205;4.73;45.76
42019;4.01;45.75
69057;4.60;45.77
7078;4.70;45.26
42331;3.94;45.98
42220;3.94;46.14
69030;4.49;45.76
42099;4.26;45.38
42055;4.46;45.59
42338;4.12;46.09
42166;4.09;45.99
42336;4.35;45.69
69086;4.65;45.84
69124;4.56;46.11
42178;4.17;46.00
42005;4.28;45.54
69218;4.68;46.11
71362;4.70;46.26
69192;4.54;46.03
42018;4.70;45.39
69108;4.72;46.17
42337;3.94;46.18
42180;4.15;45.59
42274;3.98;45.91
71095;4.30;46.26
42113;4.32;45.74
69084;4.69;46.20
42079;4.27;46.12
22134;-3.41;48.78
29003;-4.56;48.03
29006;-4.08;47.88
29084;-4.96;48.40
29112;-4.73;48.48
29082;-4.01;48.75
29133;-3.67;48.68
29135;-4.19;47.83
29239;-3.99;48.71
29168;-4.68;48.04
29234;-3.49;47.86
29257;-4.62;48.56
29008;-4.51;48.07
29067;-3.59;48.53
29014;-3.63;48.51
29035;-4.54;48.51
29089;-3.65;48.28
29185;-4.18;48.67
29132;-3.86;48.62
29288;-4.29;48.55
29218;-4.50;48.05
29027;-3.82;48.19
29043;-4.26;48.36
29110;-3.92;48.07
22034;-3.35;48.68
22194;-3.62;48.65
29104;-4.31;48.28
22343;-3.56;48.77
29022;-4.59;48.27
29023;-3.91;48.66
29031;-3.57;47.79
29057;-3.97;47.92
29060;-4.11;47.92
29063;-4.59;48.06
29075;-4.40;48.43
29077;-4.41;48.62
29091;-4.38;48.65
29098;-4.76;48.45
29101;-4.58;48.59
29109;-4.73;48.53
29140;-4.31;48.38
29137;-4.29;48.33
29153;-3.78;47.82
29177;-4.72;48.44
29178;-4.67;48.54
29186;-3.82;48.64
29276;-4.07;48.66
29188;-3.81;48.68
29190;-4.72;48.35
29192;-4.04;48.66
29284;-4.26;47.80
29212;-4.60;48.38
29220;-4.22;47.87
29221;-4.75;48.50
29228;-4.61;48.03
29238;-4.56;48.32
29287;-4.26;48.63
29240;-4.20;48.27
29293;-3.84;47.84
29145;-4.43;48.06
29039;-3.91;47.90
56121;-3.38;47.75
56162;-3.44;47.73
29079;-3.93;48.63
22132;-3.53;48.46
29235;-4.40;48.40
22113;-3.46;48.74
29259;-3.99;48.67
29046;-4.33;48.08
29158;-4.34;47.81
29189;-4.38;48.36
56078;-3.49;47.79
56107;-3.39;47.72
29019;-4.50;48.40
22340;-3.40;48.68
29105;-4.06;48.52
29010;-4.12;48.52
29270;-4.22;48.40
29222;-4.08;48.22
22238;-3.57;48.61
29047;-4.38;48.53
29142;-4.03;48.18
22052;-3.44;48.36
29078;-4.14;48.33
29106;-4.07;48.09
29066;-4.20;48.04
29141;-3.86;48.33
22373;-3.53;48.19
29296;-4.22;47.91
29018;-3.85;48.36
29038;-3.97;48.41
29285;-4.10;48.63
29172;-4.22;48.18
29273;-4.03;48.70
29171;-4.29;47.84
22228;-3.45;48.55
29034;-3.79;48.46
22131;-3.49;48.51
29045;-4.27;48.40
29271;-4.15;48.59
29097;-4.04;48.48
29301;-4.08;48.61
29055;-4.35;48.57
22037;-3.44;48.47
29245;-4.33;48.45
29196;-4.59;48.53
56040;-3.37;47.87
29119;-4.63;48.47
22031;-3.53;48.36
29073;-3.71;48.68
29198;-4.29;48.60
22243;-3.48;48.40
29083;-4.86;48.04
29263;-4.08;48.24
29291;-3.87;48.11
29126;-4.41;48.55
29281;-3.82;48.03
29099;-4.65;48.55
29175;-3.82;48.26
29080;-4.24;48.32
29108;-4.33;48.00
56036;-3.34;47.81
29011;-4.52;48.43
29211;-3.73;48.32
29180;-4.13;48.46
29269;-3.62;47.96
29233;-3.56;47.86
56199;-3.69;48.12
29244;-4.19;48.54
29074;-4.00;48.48
29044;-4.17;48.22
29150;-3.65;47.81
29266;-3.94;48.50
29087;-4.27;48.06
29195;-4.49;48.60
29005;-3.61;47.86
29065;-4.27;48.03
29225;-4.36;47.96
29147;-3.59;47.90
29001;-4.30;48.25
29289;-4.23;48.24
56100;-3.48;48.13
22119;-3.53;48.61
22129;-3.41;48.51
29176;-4.24;48.13
29122;-3.84;48.14
22319;-3.56;48.67
29292;-4.34;47.88
29179;-4.31;48.52
29120;-4.44;48.28
29170;-4.15;47.94
29275;-3.67;48.43
29206;-4.20;48.62
29111;-4.20;48.58
29213;-4.10;48.59
29227;-3.64;48.35
29193;-4.07;48.55
22030;-3.37;48.71
29070;-4.36;48.02
22211;-3.45;48.69
29252;-4.31;47.87
29012;-3.59;48.44
29290;-4.55;48.55
29061;-4.46;48.45
29226;-4.40;48.08
29024;-3.57;48.27
29208;-4.68;48.50
22349;-3.56;48.71
29268;-4.32;48.48
29102;-3.73;48.25
22265;-3.39;48.74
29241;-3.80;47.96
22350;-3.57;48.65
29160;-4.42;48.49
29148;-4.03;48.61
29246;-4.12;48.36
29247;-4.01;47.95
22207;-3.48;48.62
29184;-3.98;48.62
29041;-3.86;48.07
29210;-4.02;48.58
56131;-3.45;47.99
22137;-3.41;48.29
22025;-3.42;48.42
56066;-3.60;48.14
29143;-4.42;48.03
29187;-4.13;48.56
29081;-3.76;48.36
29295;-4.26;48.51
29068;-3.98;48.54
29090;-4.26;48.09
29256;-4.28;48.21
29161;-4.05;47.91
56238;-3.37;48.10
29214;-4.36;47.93
29297;-3.53;47.90
29286;-4.18;48.42
29048;-3.96;48.12
22198;-3.52;48.79
29217;-3.77;47.87
29017;-4.69;48.47
22231;-3.55;48.42
29250;-3.61;48.21
29026;-4.07;48.20
22163;-3.46;48.23
29036;-3.77;48.29
29049;-3.90;48.01
29300;-3.66;47.89
22235;-3.54;48.65
29028;-4.66;48.05
29249;-3.77;48.15
29002;-3.44;47.89
22202;-3.52;48.22
22320;-3.34;48.35
29056;-4.31;48.43
29117;-4.53;48.57
29130;-4.65;48.37
29015;-4.50;48.50
22226;-3.51;48.68
29182;-3.67;48.62
29261;-3.99;48.35
29144;-4.17;48.44
29205;-3.57;48.31
29094;-4.34;48.59
29229;-4.14;48.12
29146;-3.84;47.91
29274;-3.73;48.03
29264;-4.16;48.52
29243;-4.07;48.18
29302;-4.11;48.27
56185;-3.42;47.78
29139;-4.03;48.30
29159;-4.30;47.95
56014;-3.37;47.98
29197;-4.49;48.01
29124;-4.31;48.58
29299;-4.60;48.49
22366;-3.62;48.60
56048;-3.37;48.06
22245;-3.37;48.64
22216;-3.37;48.49
29163;-3.87;48.51
29037;-4.16;47.89
56182;-3.44;48.06
22387;-3.44;48.61
29279;-3.90;48.60
29020;-4.02;48.09
29069;-4.56;48.42
29042;-4.49;48.25
22351;-3.53;48.30
29030;-4.12;48.66
29232;-4.09;48.00
56105;-3.53;48.00
29251;-3.76;48.67
29294;-4.13;48.39
29053;-4.14;48.31
22344;-3.48;48.31
29054;-3.85;48.39
56201;-3.57;48.10
22359;-3.40;48.59
22135;-3.34;48.56
22024;-3.48;48.44
29262;-4.00;48.45
29278;-3.69;48.19
29202;-3.88;48.45
29085;-4.16;47.85
29282;-4.73;48.37
29086;-4.20;48.37
29040;-4.79;48.36
29032;-4.08;47.90
29216;-4.19;47.97
29062;-3.97;48.17
56063;-3.44;47.81
56057;-3.51;48.05
29093;-4.41;48.58
29280;-4.36;48.23
29224;-4.33;48.04
22227;-3.55;48.57
29113;-3.72;48.64
29016;-3.95;48.32
29033;-3.90;48.26
29107;-3.98;48.06
56170;-3.38;48.13
29114;-3.67;48.50
29191;-3.73;48.51
29123;-3.90;48.21
29173;-4.21;48.01
29059;-3.77;48.60
29255;-4.26;48.55
29260;-4.62;48.43
22005;-3.38;48.53
29131;-4.06;48.45
22224;-3.50;48.72
29116;-4.20;48.50
29237;-4.19;48.47
29152;-3.56;48.22
29215;-4.41;47.98
22217;-3.56;48.50
29025;-4.12;48.15
29029;-3.66;48.24
56179;-3.42;47.84
29071;-3.43;47.94
29125;-3.78;48.10
29272;-3.94;47.96
22328;-3.37;48.39
22157;-3.49;48.27
29209;-4.47;48.54
29100;-4.38;48.56
29021;-4.33;48.65
29183;-3.62;48.57
29095;-4.36;48.48
29051;-4.01;48.01
29169;-4.16;48.07
29165;-4.23;47.82
29207;-3.80;48.52
56081;-3.62;48.04
29167;-4.26;47.98
29058;-4.02;47.87
29236;-3.69;47.85
29156;-4.22;48.44
29072;-4.29;47.80
29162;-3.98;48.24
29013;-3.92;48.38
29103;-4.26;48.45
29248;-4.37;48.60
29265;-3.89;48.56
29267;-3.91;48.15
29298;-4.34;47.91
29277;-4.05;48.39
29199;-3.70;48.57
29134;-4.21;48.10
29204;-4.21;48.52
29128;-4.09;48.48
29181;-4.25;48.48
56166;-3.34;47.93
29201;-4.72;48.40
29076;-4.57;48.47
29230;-3.55;47.96
29166;-4.21;48.16
29136;-3.49;47.92
29151;-3.82;48.60
22061;-3.39;48.21
29174;-4.27;47.91
29004;-3.70;47.94
29007;-3.77;48.40
29254;-3.86;48.58
22128;-3.41;48.33
29064;-4.30;48.62
29115;-3.90;48.29
1297;5.09;45.89
1336;5.14;46.15
1389;4.90;46.06
1262;5.02;45.89
1418;5.02;45.82
69199;4.85;45.70
1246;5.05;46.24
1179;4.85;46.26
71518;4.67;46.31
38389;5.08;45.56
69260;4.81;45.65
69296;4.84;45.65
69003;4.83;45.86
71441;4.56;46.31
1024;5.18;46.29
69088;4.86;45.83
71150;4.79;46.24
1378;5.17;45.82
69281;4.91;45.62
69149;4.80;45.72
69280;5.08;45.80
69277;5.02;45.73
69282;5.01;45.78
1250;4.81;45.98
1052;4.99;46.02
1365;4.92;46.27
1285;4.83;45.92
1259;5.11;46.22
1136;4.88;46.22
69292;4.87;45.83
1291;4.97;46.25
1113;5.08;46.15
1074;5.17;46.01
1333;4.95;45.93
1062;5.10;45.87
1248;4.92;45.90
1393;4.98;46.07
69297;4.81;45.61
1443;5.04;45.99
71169;4.75;46.30
38484;4.92;45.56
1387;5.04;46.32
69279;5.04;45.79
1146;4.90;46.14
69272;4.84;45.60
1166;4.78;45.99
69194;4.80;45.82
1028;4.90;46.11
1211;5.20;46.12
71105;4.79;46.30
69152;4.83;45.70
1142;5.07;45.85
1021;4.82;45.99
69256;4.93;45.79
1260;5.07;45.93
1346;5.06;46.31
1134;4.88;46.28
69273;4.91;45.67
38048;5.11;45.60
1042;4.85;46.22
71218;4.38;46.32
38449;5.11;45.64
69298;4.98;45.66
69286;4.90;45.82
1428;4.87;46.11
1249;4.94;45.84
1318;4.86;45.97
1351;4.87;46.15
1207;4.98;45.99
1295;4.82;46.12
69235;4.83;45.54
1083;4.85;46.09
1276;5.06;45.82
38553;5.16;45.61
1025;4.97;46.33
1424;4.96;45.87
38537;5.15;45.64
71553;4.25;46.30
38558;4.91;45.59
1381;5.14;46.05
38475;5.13;45.68
69283;4.95;45.67
1005;4.91;46.00
1412;4.96;46.17
69046;4.79;45.65
1344;5.18;46.21
69143;4.84;45.88
1156;5.12;45.91
1167;4.83;46.21
69033;4.88;45.86
69278;4.84;45.90
38144;5.09;45.59
1130;5.18;46.32
1353;4.79;45.97
1382;4.94;46.01
69096;4.79;45.61
38035;5.08;45.52
1362;4.90;45.96
1043;5.00;45.84
1332;4.91;46.30
69284;4.87;45.88
69207;4.80;45.88
1140;5.10;46.27
1385;5.17;46.18
71526;4.72;46.29
1115;5.06;46.27
1375;5.12;46.29
1398;4.86;46.00
1252;4.82;46.14
69293;4.89;45.84
1266;5.11;46.32
1457;5.00;46.22
1093;4.96;46.12
69285;5.07;45.75
1301;5.14;46.25
69100;4.82;45.67
69085;4.85;45.86
69123;4.84;45.75
1420;4.80;46.17
69168;4.84;45.84
1371;4.99;45.95
38544;4.88;45.52
69063;4.84;45.82
1376;4.98;45.83
38408;5.00;45.59
69294;4.82;45.63
1261;4.95;45.96
1165;4.81;46.07
69153;4.79;45.86
1356;5.03;46.10
1001;4.93;46.15
1075;4.80;46.03
1405;5.18;46.14
38085;5.15;45.74
69290;4.95;45.70
1306;4.88;46.26
1085;5.02;46.07
69295;4.87;45.61
1342;5.05;45.90
1429;5.08;46.22
69068;4.82;45.85
38519;5.03;45.61
1328;5.02;46.12
69288;5.06;45.68
1264;5.12;46.19
1169;4.79;46.12
1188;4.89;46.19
1383;5.13;46.10
1105;4.89;45.92
38288;5.03;45.56
69040;4.79;45.80
69266;4.89;45.77
38189;5.06;45.63
1322;4.83;45.94
69289;5.01;45.65
1203;4.90;46.25
1275;4.93;45.82
1123;4.83;46.24
1129;5.20;45.97
71567;4.71;46.31
1423;4.83;45.96
38097;5.17;45.77
38081;5.12;45.54
38215;4.96;45.59
38197;5.11;45.75
1319;4.94;46.08
69087;4.85;45.84
69202;4.79;45.74
1348;4.82;46.18
1446;4.85;46.03
69275;4.96;45.77
1046;4.94;46.23
38087;4.81;45.58
69233;4.82;45.84
1198;5.10;45.95
69071;4.82;45.87
1084;5.03;46.19
1320;4.88;46.31
1045;5.04;45.95
1026;4.93;46.31
38184;5.08;45.66
69142;4.81;45.73
71545;4.60;46.31
1349;5.15;45.93
69029;4.91;45.73
1235;5.07;46.06
38176;5.19;45.65
38015;5.17;45.54
69034;4.85;45.80
1334;4.91;46.21
1054;5.14;45.89
1370;4.84;46.31
1027;5.11;45.83
1238;4.83;45.91
38318;4.92;45.53
1258;4.80;46.10
71289;4.48;46.31
69191;4.82;45.82
1272;5.01;46.16
1032;5.14;45.86
1343;4.97;46.28
38067;5.17;45.69
38011;5.15;45.78
69291;4.87;45.64
1325;5.17;45.95
1368;4.96;46.20
1434;5.11;45.99
1096;5.06;46.20
38507;5.18;45.74
38557;5.11;45.78
1335;5.08;46.11
71160;4.32;46.31
69270;4.95;45.63
69259;4.88;45.70
1290;5.18;45.88
1299;5.09;46.02
69204;4.79;45.69
38487;4.84;45.56
69287;5.02;45.70
38110;4.88;45.58
71556;4.81;46.27
1065;5.15;46.21
1355;5.01;46.28
69276;4.86;45.67
69271;4.96;45.74
38480;4.99;45.55
69299;5.10;45.72
38339;5.16;45.57
1359;5.06;46.08
1049;5.03;45.84
25490;6.18;47.39
39403;5.83;46.97
25153;6.00;47.33
25087;6.48;47.38
25119;5.91;47.26
25266;6.57;47.48
25131;6.11;46.67
39202;5.97;46.93
25569;6.17;47.17
25084;5.90;47.15
25469;6.73;47.50
25224;6.72;47.46
39331;6.14;46.78
25384;6.31;47.45
39254;6.03;46.73
25608;6.67;47.57
39203;6.01;46.77
25085;6.21;46.84
39322;5.84;46.62
25370;6.77;47.44
25394;6.66;47.49
25417;6.23;47.21
70355;6.00;47.42
25026;6.01;46.92
25237;6.90;47.52
70471;5.78;47.50
39329;6.05;46.79
39418;5.76;46.75
39095;5.81;47.03
25600;6.54;47.16
70474;6.45;47.57
70449;6.20;47.48
70487;6.53;47.57
25083;6.50;47.49
39192;5.80;46.62
25591;6.93;47.34
39072;5.87;46.93
90072;6.94;47.54
39572;5.74;46.93
90051;6.96;47.56
25336;5.81;47.07
70277;6.59;47.58
25290;6.67;47.28
39370;5.79;46.98
25516;6.55;47.40
39439;5.82;47.00
25088;6.27;47.34
70532;6.14;47.55
70085;6.00;47.38
39091;6.03;46.69
70366;5.88;47.44
25367;6.81;47.43
39004;5.95;46.91
70384;5.96;47.54
39344;5.81;46.72
25451;6.16;46.68
25001;5.87;47.13
25174;6.91;47.32
25523;6.69;47.50
25321;6.69;47.07
25236;6.07;47.06
25583;6.67;47.34
39446;5.75;46.88
25479;6.56;47.42
39356;5.79;46.71
25566;6.22;47.38
25418;6.18;47.25
25300;6.24;47.13
39230;5.81;46.67
25340;5.85;47.08
70452;6.02;47.56
25151;6.37;47.16
25220;6.02;47.13
70583;6.20;47.51
25177;6.53;47.35
25622;5.85;47.23
70226;6.48;47.51
25553;6.50;47.45
25634;6.33;46.95
39094;5.74;46.84
25280;6.94;47.27
70156;5.79;47.44
25073;6.04;47.33
39430;5.72;47.11
70466;5.73;47.43
70109;6.03;47.36
25406;6.04;47.15
25219;6.38;47.13
39239;5.80;46.56
25072;6.36;47.51
25438;5.86;47.15
25136;5.90;47.28
39519;5.76;46.54
25562;6.86;47.43
25445;5.88;47.04
25339;6.26;47.05
39009;5.93;46.86
39436;5.90;46.88
25112;6.07;47.26
70180;6.55;47.51
25215;6.25;47.34
25186;5.94;47.33
25182;6.42;47.50
25556;6.29;47.41
25238;6.92;47.28
70563;6.24;47.58
39097;5.90;46.74
25253;5.80;47.09
39452;5.72;47.14
25471;6.64;47.29
70547;6.72;47.57
70324;6.05;47.53
70381;6.20;47.56
25126;5.95;47.13
25191;6.73;47.47
90096;6.98;47.52
25102;7.02;47.33
25014;6.15;47.31
25476;6.58;47.33
39268;5.90;46.99
25053;6.62;47.32
25003;6.45;47.50
70538;5.79;47.48
25296;6.54;46.99
39040;5.72;46.81
25257;5.81;47.26
39427;6.02;46.82
70119;5.91;47.34
25629;6.42;47.39
39083;6.08;46.82
70088;5.96;47.51
25020;6.81;47.49
25044;5.93;47.04
70181;5.83;47.35
39259;5.84;47.00
25597;6.50;47.31
25467;5.94;47.26
70264;6.51;47.53
70145;5.97;47.38
39325;5.82;46.90
25299;6.39;47.32
25546;6.33;47.32
39444;5.84;46.93
70042;6.40;47.54
25402;6.90;47.35
25596;6.44;47.25
39020;6.08;46.72
70076;5.93;47.39
25108;6.83;47.25
25138;6.73;47.32
25630;6.26;47.10
39055;6.06;46.75
70439;6.00;47.58
25456;6.65;47.19
25464;6.16;46.72
39355;5.78;46.94
70050;6.17;47.41
70340;5.75;47.59
25397;5.92;47.19
25228;6.87;47.51
70174;5.96;47.42
90070;6.93;47.47
70129;5.82;47.49
25320;6.28;46.78
25121;6.11;46.61
25244;6.78;47.30
25317;5.72;47.26
25422;6.73;47.38
70282;5.81;47.40
39047;6.08;46.56
70038;6.14;47.49
25049;6.90;47.26
25360;6.09;47.12
25141;6.35;47.24
25391;6.64;47.16
70187;6.59;47.55
70309;6.20;47.45
25063;6.86;47.39
25327;6.63;47.39
25429;6.13;47.29
39367;6.02;46.56
39208;5.96;46.64
39265;5.78;46.56
25607;6.64;47.32
25511;6.00;47.10
25113;6.63;47.24
25369;6.59;47.52
25386;7.03;47.36
70390;6.29;47.60
25022;6.65;47.52
70517;6.15;47.56
25389;6.67;47.18
70349;6.40;47.56
25200;6.02;47.32
25623;6.44;47.22
39120;5.91;46.67
25335;6.78;47.33
25552;6.64;47.41
70268;5.89;47.36
25421;6.69;47.13
39201;5.78;46.65
25338;5.99;47.06
25187;6.67;47.37
25452;6.83;47.37
25181;6.40;47.50
90030;6.95;47.44
90027;7.07;47.50
39155;5.92;46.95
25017;6.04;47.07
25297;6.13;47.18
25009;6.33;47.27
25306;6.46;47.40
70397;6.21;47.46
25255;6.83;47.17
39301;5.88;46.71
25404;6.03;46.98
25226;6.58;47.47
39225;5.72;46.77
70393;5.93;47.43
70147;6.66;47.56
25078;6.24;47.24
25614;6.84;47.52
70296;6.23;47.42
25307;6.39;46.79
25588;6.69;47.25
25499;6.38;47.44
25012;6.45;46.95
90009;6.93;47.49
25211;6.24;47.07
70557;5.74;47.41
39118;5.81;46.53
70159;6.29;47.50
25549;6.24;46.95
39013;5.77;46.89
70521;5.84;47.45
70036;6.10;47.38
25401;6.42;47.31
25008;6.70;47.55
25251;6.31;47.34
25343;6.46;47.08
25065;6.18;47.41
39556;5.75;46.60
25209;5.95;47.05
25048;6.73;47.48
25431;6.60;47.50
25420;5.99;46.98
25105;5.85;47.11
25441;6.49;47.28
25111;6.09;47.26
25526;6.77;47.51
39176;5.79;47.01
25267;6.13;47.25
25487;6.28;47.02
25329;6.62;47.18
25239;6.74;47.35
25242;6.22;47.41
25277;6.38;47.47
25508;6.24;47.32
90063;6.97;47.49
25091;6.80;47.27
25472;6.32;47.43
25572;6.35;47.42
25551;6.87;47.33
25501;6.18;46.73
25459;6.27;46.84
39210;5.94;46.76
39393;6.00;46.80
25094;6.30;47.31
39219;5.77;47.18
39214;6.03;46.83
70039;5.83;47.37
39103;5.86;46.99
25506;6.26;47.39
25161;6.60;47.15
70336;6.49;47.52
25342;6.44;47.17
25279;6.36;47.45
39131;5.91;46.61
25110;6.26;46.92
90055;6.99;47.57
25263;6.24;46.73
25332;5.82;47.24
39153;5.92;46.72
25142;6.15;46.66
25013;6.75;47.52
25114;6.84;47.35
70197;6.24;47.53
70219;6.36;47.54
25465;6.37;47.33
25582;6.12;47.39
25550;6.51;47.19
70208;6.12;47.53
25038;6.27;47.43
39221;6.04;46.75
25390;6.47;46.98
25301;6.58;47.17
25535;6.20;47.12
25454;5.97;47.26
25278;6.30;47.23
25254;6.42;46.84
25620;6.50;47.00
25489;6.15;47.01
25485;6.71;47.38
25036;5.96;47.20
90017;6.91;47.56
39015;5.88;46.77
39451;5.72;47.16
25006;6.37;47.30
70077;6.35;47.58
25212;5.99;47.27
39569;5.76;46.99
25271;6.49;47.05
25330;5.90;47.09
25573;6.92;47.26
70325;6.01;47.50
39389;5.89;46.73
25225;5.74;47.23
70192;5.72;47.36
25286;6.78;47.14
25488;5.86;47.02
25393;6.80;47.35
25011;6.89;47.54
25383;5.90;47.30
25444;6.09;47.37
25122;6.17;46.93
25534;6.23;46.70
39258;5.91;46.53
25082;6.77;47.41
25322;6.73;47.55
25425;6.66;47.10
25341;6.44;47.34
39434;5.73;46.82
25159;6.69;47.45
25079;6.08;46.88
39503;5.95;46.75
25374;5.75;47.21
25344;6.66;47.22
70433;6.20;47.59
25092;6.28;47.38
39302;5.72;47.19
70045;5.78;47.34
70059;6.16;47.43
70462;6.51;47.55
25273;6.29;47.27
70565;6.17;47.47
70137;6.33;47.52
25331;6.26;47.08
25197;6.19;47.30
25154;5.91;47.12
25382;6.14;47.36
25309;6.30;46.91
25632;6.78;47.47
25481;6.72;47.54
25204;6.36;46.93
70022;5.77;47.46
25545;6.14;47.03
25117;6.14;47.34
70531;5.87;47.43
25589;6.73;47.28
25179;6.13;46.71
25055;5.78;47.20
25056;6.02;47.26
25270;6.05;46.96
25274;6.89;47.40
70549;5.87;47.51
25196;6.90;47.48
25308;6.39;46.80
70342;5.73;47.52
25256;6.78;47.20
70239;6.03;47.47
39227;6.03;46.63
25183;6.44;47.32
