INSEE;lon;lat
76327;0.91;49.81
76492;0.98;49.87
76426;1.57;49.56
76421;0.44;49.54
76559;0.63;49.57
76361;0.15;49.62
80663;1.70;49.94
76718;0.71;49.62
76238;0.23;49.56
76520;1.62;49.86
76171;1.43;49.52
76209;1.66;49.53
76543;0.50;49.63
60122;1.76;49.61
80591;1.78;49.97
76666;1.62;49.58
76702;0.76;49.58
76244;1.39;49.70
76481;0.12;49.56
76279;0.59;49.62
14333;0.24;49.41
76512;1.46;49.88
76016;0.78;49.78
76382;0.53;49.58
76205;1.08;49.82
76283;1.34;49.75
80522;1.76;49.87
14557;0.09;49.33
80710;1.73;50.00
76287;1.01;49.56
14243;0.21;49.40
76485;1.05;49.79
76642;0.85;49.83
60312;1.76;49.59
76323;1.55;49.73
80324;1.80;49.94
76526;1.27;49.80
76732;0.59;49.82
76438;1.50;49.98
76435;1.44;49.97
76156;0.60;49.81
76386;0.50;49.69
76096;1.05;49.72
76284;1.09;49.65
76071;1.23;49.91
76247;1.22;49.61
76113;1.36;49.52
76311;0.98;49.58
76757;0.81;49.69
76330;0.89;49.82
14699;0.11;49.35
80699;1.78;49.87
76306;0.90;49.76
76488;0.59;49.79
76172;0.85;49.86
76051;1.01;49.80
76507;1.46;50.04
76042;1.58;49.76
76629;0.96;49.76
76700;1.04;49.68
80764;1.71;50.06
14731;0.06;49.31
14706;0.20;49.32
76038;1.15;49.60
80308;1.60;50.06
14238;0.15;49.33
80827;1.54;50.06
76680;0.55;49.70
76500;1.64;49.89
14500;0.20;49.25
76233;1.73;49.80
76023;0.75;49.70
76658;0.36;49.51
76353;0.80;49.78
60306;1.78;49.52
76058;1.41;49.99
76013;0.50;49.77
76028;1.68;49.81
76315;0.64;49.75
76726;0.29;49.72
76189;0.72;49.81
76144;0.87;49.77
76556;0.48;49.54
80120;1.63;49.96
76006;0.83;49.70
80362;1.64;50.00
80703;1.75;49.83
76345;1.68;49.59
76175;1.47;49.81
76733;1.30;49.71
76651;0.66;49.85
76105;1.07;49.61
76019;1.09;49.84
76254;0.21;49.70
76227;0.93;49.66
76685;0.52;49.76
76377;1.15;49.50
76010;0.97;49.65
76149;1.02;49.61
76325;0.83;49.66
76400;0.92;49.82
76356;0.99;49.82
14593;0.17;49.24
76663;0.53;49.80
76333;1.53;49.95
76253;0.78;49.67
80606;1.76;49.96
76433;0.88;49.59
76703;1.32;49.99
76648;1.28;49.67
76490;0.60;49.73
76493;0.63;49.84
76416;1.38;49.62
76563;0.32;49.52
76501;0.23;49.67
80500;1.61;50.01
76672;1.54;49.63
76472;1.30;49.85
76624;1.24;49.87
76632;0.97;49.74
76198;0.85;49.67
80586;1.69;49.91
76022;0.63;49.54
80480;1.75;49.91
80061;1.77;49.82
76047;0.93;49.74
80375;1.79;49.78
80732;1.72;49.89
76736;0.59;49.84
80001;1.83;50.11
76303;0.36;49.55
76646;0.67;49.82
80084;1.74;49.90
76008;1.18;49.91
76677;1.49;49.86
76440;1.72;49.52
76649;1.48;49.68
76647;0.36;49.53
14286;0.23;49.36
76245;1.05;49.55
76173;1.12;49.82
76583;1.21;49.58
76387;0.91;49.71
76719;0.51;49.74
76269;1.42;49.68
76295;1.63;49.66
76206;0.26;49.67
60596;1.74;49.59
76334;0.95;49.84
76679;0.67;49.71
60128;1.72;49.61
76532;1.30;49.61
76202;1.37;49.80
76565;1.08;49.88
76041;0.75;49.65
76752;0.89;49.67
76288;1.22;49.82
80076;1.76;50.05
80518;1.71;50.00
76425;0.41;49.69
76381;1.63;49.79
76505;1.63;49.61
76290;1.13;49.62
76025;1.53;49.55
76698;1.18;49.82
14230;0.10;49.25
76135;0.89;49.56
76678;1.45;49.64
76339;0.65;49.72
76251;0.82;49.73
76555;1.22;49.55
76004;0.99;49.86
76668;0.93;49.64
76060;1.52;49.65
80126;1.61;49.95
76650;0.31;49.61
60245;1.74;49.65
76445;1.35;49.62
76110;0.69;49.58
76676;1.47;49.55
80770;1.52;50.08
76211;1.54;49.90
76690;1.00;49.84
76293;0.78;49.76
14016;0.05;49.25
76710;0.52;49.66
76527;1.64;49.81
80707;1.72;49.87
80760;1.60;49.99
76396;1.29;49.55
76530;0.70;49.72
76265;1.58;49.73
76221;0.74;49.79
80444;1.80;50.05
76368;0.39;49.60
76348;0.74;49.68
80280;1.72;50.04
76731;0.90;49.79
76340;0.77;49.71
80700;1.57;50.12
76546;0.95;49.78
76170;1.15;49.82
76109;1.41;49.56
76226;0.49;49.79
76366;1.04;49.51
80364;1.47;50.09
80190;1.64;50.06
76670;0.41;49.77
76174;0.89;49.61
76370;0.99;49.62
76716;0.24;49.61
80796;1.73;49.94
76580;1.18;49.55
76115;0.56;49.60
76572;0.94;49.86
76050;0.93;49.85
76176;0.62;49.79
76274;0.94;49.69
76043;0.73;49.60
76160;0.82;49.56
60691;1.73;49.57
14041;0.18;49.39
76001;0.67;49.59
76620;1.40;49.75
76528;1.58;49.92
76553;1.34;49.83
76289;0.81;49.56
76133;0.89;49.87
76180;0.65;49.70
76699;0.90;49.73
76250;0.31;49.57
76104;0.80;49.85
76375;0.68;49.84
76314;0.33;49.58
60599;1.83;49.69
76085;1.04;49.81
60444;1.79;49.62
76749;1.37;49.86
14131;0.14;49.32
76331;1.11;49.62
60217;1.81;49.56
76232;0.46;49.79
76292;1.54;49.53
76665;1.21;49.92
76040;0.85;49.80
76136;0.95;49.82
76585;0.65;49.56
76143;0.39;49.67
80161;1.73;50.12
76052;1.42;49.81
14578;0.19;49.35
76734;0.28;49.61
76491;0.87;49.69
76161;0.72;49.72
76637;0.50;49.81
76551;0.29;49.55
76035;1.76;49.77
76390;0.28;49.70
76298;0.40;49.73
76576;0.45;49.55
80578;1.75;50.08
80146;1.52;50.14
76529;0.56;49.72
60001;1.77;49.69
76388;0.57;49.56
76664;0.69;49.78
76669;0.35;49.67
76409;0.18;49.60
76494;0.39;49.59
76413;1.14;49.86
76163;1.33;49.51
80361;1.81;49.92
76487;1.30;49.80
76032;0.58;49.83
76099;0.85;49.56
80330;1.80;49.96
76064;0.22;49.66
76423;1.65;49.56
76155;1.34;49.98
76538;1.25;49.70
76549;0.92;49.76
80482;1.81;50.02
76723;1.08;49.69
76188;1.22;49.64
76307;0.21;49.63
76271;1.16;49.57
76002;0.63;49.61
76129;0.87;49.72
76619;1.37;49.97
76241;0.78;49.80
76739;1.71;49.83
76587;0.46;49.77
76304;0.44;49.65
76132;0.94;49.67
76439;0.44;49.61
76286;1.44;49.89
80368;1.54;50.09
76443;1.11;49.57
76204;1.15;49.74
80691;1.72;50.14
76075;1.05;49.77
76197;1.08;49.78
76122;1.52;49.82
76086;1.00;49.67
76383;0.96;49.75
76119;1.25;49.63
76586;0.37;49.57
80336;1.72;49.92
76186;1.64;49.70
76213;0.48;49.70
14304;0.24;49.38
76414;1.13;49.91
76034;1.14;49.71
76611;0.89;49.65
76691;1.58;49.64
76655;0.71;49.86
76302;0.35;49.64
76296;0.26;49.52
76210;1.20;49.86
76755;0.53;49.69
76262;1.49;49.79
80613;1.47;50.05
60244;1.77;49.57
76606;1.72;49.78
14302;0.08;49.28
76117;0.24;49.70
60594;1.75;49.52
80775;1.63;50.08
76153;1.02;49.70
60214;1.80;49.59
76243;1.36;49.54
76420;1.46;49.60
76626;0.62;49.56
80484;1.81;49.86
76404;0.26;49.57
76449;1.16;49.69
76365;0.81;49.82
76744;1.56;49.82
76130;1.49;49.72
76408;0.35;49.61
80651;1.79;49.86
76654;1.01;49.69
76338;1.48;49.52
76568;0.78;49.60
14086;0.12;49.33
76070;1.24;49.72
76427;1.39;49.77
80464;1.55;50.16
76092;0.55;49.58
80356;1.79;49.91
76141;0.40;49.63
76152;1.23;49.59
76190;0.88;49.80
80809;1.67;50.00
76535;1.49;49.61
76510;0.85;49.73
76623;1.66;49.61
80592;1.74;49.86
76177;1.19;49.59
76454;1.55;49.74
76604;1.02;49.76
76374;1.50;50.01
60545;1.80;49.71
76372;1.65;49.75
76602;1.09;49.68
76018;0.97;49.71
76066;1.05;49.64
76379;1.01;49.77
76432;1.52;49.67
76138;1.17;49.66
76570;1.11;49.77
76341;0.20;49.51
14399;0.23;49.27
60049;1.74;49.55
76336;0.76;49.84
76237;0.84;49.53
76373;0.94;49.71
76380;0.97;49.79
76394;1.54;49.98
76557;0.68;49.54
80163;1.77;50.11
76151;0.74;49.84
76220;1.32;49.87
14299;0.27;49.36
76748;0.64;49.81
76430;1.30;49.76
76697;1.18;49.79
76049;1.41;49.92
76459;1.52;49.70
76261;1.54;49.58
76566;0.97;49.60
14755;0.12;49.39
80597;1.59;50.09
76112;1.15;49.84
76125;1.19;49.62
76357;0.26;49.60
76675;1.04;49.59
80235;1.53;50.04
14426;0.26;49.26
76234;0.96;49.62
76588;1.20;49.74
76278;1.56;49.85
76167;0.15;49.59
76332;1.69;49.62
76569;0.76;49.80
80618;1.58;50.16
76014;0.29;49.59
76738;1.30;49.57
76468;0.47;49.60
76123;1.13;49.54
80372;1.81;50.00
76036;1.03;49.83
76196;0.27;49.64
76603;0.47;49.65
76522;0.41;49.53
76193;1.20;49.69
76179;1.10;49.59
76158;0.84;49.77
76631;0.88;49.52
76218;1.70;49.57
76107;1.41;49.54
76084;0.58;49.77
76134;0.82;49.80
76616;0.23;49.54
76392;1.40;49.84
76059;1.55;49.95
76063;1.03;49.74
60219;1.80;49.74
76495;0.95;49.58
76571;1.34;49.56
76349;1.04;49.90
76747;0.36;49.59
76219;0.79;49.73
76402;1.05;49.53
60098;1.76;49.65
76324;1.15;49.92
76437;1.22;49.84
80456;1.81;49.82
76418;0.71;49.55
80385;1.79;50.13
76552;0.08;49.51
76011;0.50;49.79
76590;1.25;49.85
76343;1.67;49.64
76342;0.54;49.65
76062;1.22;49.66
76077;0.83;49.75
80018;1.49;50.09
76223;0.81;49.62
76294;0.86;49.84
80575;1.74;49.93
76714;0.40;49.55
80026;1.81;49.88
76610;0.78;49.63
76344;1.70;49.73
76240;0.37;49.71
14091;0.06;49.27
76458;1.19;49.77
14601;0.23;49.29
76297;1.71;49.55
80446;1.76;50.02
76600;0.34;49.73
76441;1.57;49.95
76403;0.61;49.83
76562;1.18;49.87
76195;0.56;49.79
80546;1.72;50.10
80182;1.52;50.18
76299;0.56;49.75
60296;1.81;49.51
76415;1.40;49.69
76706;0.40;49.71
76431;1.51;49.52
76139;1.39;49.66
76126;1.35;49.67
76397;1.11;49.80
80826;1.49;50.12
76364;1.59;49.54
60076;1.76;49.67
76399;1.45;49.77
76746;0.56;49.81
76053;1.43;49.79
76712;0.56;49.55
76024;1.27;49.74
76087;0.84;49.71
76686;0.55;49.76
76009;0.66;49.69
76544;1.48;49.58
14687;0.25;49.35
76015;0.80;49.83
76541;0.97;49.51
80714;1.45;50.07
76715;0.60;49.58
76506;1.30;49.74
76615;0.20;49.60
60624;1.78;49.56
76203;0.84;49.60
76598;1.61;49.83
76692;0.63;49.69
76479;1.65;49.77
80587;1.67;49.93
76628;1.02;49.63
76264;0.83;49.63
76214;1.09;49.81
76593;0.43;49.58
76504;0.75;49.82
76577;1.14;49.80
76228;0.81;49.64
14682;0.22;49.30
76181;0.62;49.62
60280;1.78;49.73
80373;1.56;49.99
76693;0.21;49.69
76721;1.04;49.65
76208;1.69;49.51
80004;1.67;50.07
76584;1.51;49.77
80360;1.57;50.06
76613;0.55;49.83
76090;0.42;49.59
76395;0.95;49.88
80127;1.50;50.04
76142;1.62;49.51
76114;0.48;49.58
76725;0.45;49.63
80573;1.82;49.78
76318;0.60;49.55
76185;1.56;49.66
76268;0.31;49.67
76612;1.67;49.83
76424;1.48;49.76
80104;1.69;49.98
80096;1.50;50.08
76627;0.47;49.51
76184;1.03;49.85
80169;1.77;49.94
80148;1.57;50.02
76461;1.36;49.65
80022;1.78;49.89
80767;1.66;49.97
80662;1.71;49.97
76159;0.63;49.78
76517;1.18;49.52
76503;1.00;49.53
76183;0.46;49.75
76447;0.19;49.54
76083;0.59;49.76
76621;1.30;49.64
76097;0.92;49.78
14575;0.12;49.29
76281;0.57;49.52
76258;0.60;49.65
76335;1.00;49.65
76545;1.10;49.90
76519;0.92;49.79
14514;0.19;49.29
76462;1.45;49.74
14032;0.27;49.28
76309;0.81;49.76
76235;1.26;49.90
76452;1.08;49.55
76516;1.42;49.73
60347;1.74;49.71
76074;1.60;49.61
76574;1.09;49.70
76743;0.93;49.53
76758;0.76;49.62
76398;0.72;49.57
76695;0.50;49.66
76662;0.90;49.77
80063;1.52;50.02
76630;1.30;49.90
14620;0.15;49.31
76224;0.31;49.65
76200;1.24;49.62
76482;1.04;49.87
80388;1.72;50.02
80343;1.68;49.96
76146;1.35;49.59
14723;0.10;49.24
76252;1.39;50.03
76708;0.44;49.74
76079;0.25;49.72
76057;0.96;49.55
76688;0.49;49.73
80836;1.79;50.09
76249;1.14;49.64
76147;1.36;49.72
76026;1.14;49.88
76608;0.82;49.51
76068;0.45;49.70
80354;1.76;49.98
76589;1.16;49.78
76054;1.35;49.91
80110;1.67;50.16
76369;1.08;49.63
76605;0.96;49.91
76595;0.18;49.64
77018;2.82;48.84
77431;2.67;48.26
94054;2.39;48.74
77481;3.12;48.55
75056;2.34;48.86
77167;3.12;48.44
77210;2.90;48.39
60142;2.53;49.12
93015;2.58;48.92
77453;2.76;48.53
91600;2.46;48.66
77075;2.77;48.89
89480;3.14;48.35
77109;3.19;48.61
89285;3.33;48.34
77041;2.49;48.31
77150;2.78;49.02
94033;2.47;48.85
51579;3.50;48.80
77067;2.60;48.56
77118;2.68;48.94
77525;2.74;49.00
77317;2.88;48.60
10085;3.58;48.39
77498;2.82;48.93
77217;2.68;48.68
77005;2.71;48.92
89310;3.45;48.28
94069;2.44;48.82
77100;2.80;48.50
77288;2.66;48.54
93073;2.56;48.98
77164;2.93;48.46
77264;2.95;48.72
77081;2.73;48.62
95154;2.55;49.04
95612;2.47;49.00
77450;2.59;48.71
77377;2.74;48.71
77254;2.78;48.70
77427;2.71;48.99
89469;3.41;48.35
95680;2.40;49.01
10054;3.59;48.36
77107;2.85;48.67
77517;2.66;48.91
77372;2.67;48.89
77464;2.71;48.89
77236;3.28;48.41
94080;2.44;48.85
77519;3.41;48.65
77379;3.29;48.56
45237;2.46;48.24
77130;2.93;48.89
94015;2.52;48.84
77449;2.79;48.85
51306;3.50;48.77
89302;3.30;48.34
93049;2.51;48.86
77258;2.63;48.83
77500;2.93;48.21
51236;3.55;48.66
45125;2.42;48.24
77099;2.70;48.15
95675;2.53;49.06
94059;2.58;48.81
77233;2.79;49.00
77031;2.93;48.68
77389;2.66;48.51
77279;3.03;48.38
77171;2.81;48.90
77400;3.03;48.79
77269;2.71;48.55
91631;2.56;48.68
77158;3.00;48.29
89428;3.05;48.23
77221;2.71;48.85
77085;2.74;48.86
95594;2.39;49.12
77356;3.35;48.43
89264;3.03;48.17
89127;3.25;48.23
77227;3.35;48.49
89160;3.28;48.14
93045;2.42;48.88
77404;3.26;48.53
77159;3.12;48.48
77113;3.20;48.73
77176;3.00;48.78
45159;2.43;48.19
77347;3.22;48.46
77315;2.82;48.89
94056;2.56;48.70
77496;3.14;48.59
77070;3.13;48.79
95509;2.49;49.07
77522;3.38;48.46
93013;2.43;48.94
77168;2.88;48.18
77421;3.32;48.74
77289;3.40;48.50
77058;2.72;48.83
77059;2.68;48.85
77339;2.51;48.38
95212;2.55;49.03
89236;3.31;48.17
77465;2.94;48.30
89261;3.54;48.22
45014;2.37;48.21
51264;3.60;48.81
77010;2.90;48.62
77062;2.70;48.90
10208;3.44;48.38
77297;2.60;48.15
89051;3.39;48.11
91514;2.53;48.67
77428;2.92;48.57
77172;2.97;48.34
89066;3.50;48.12
77373;2.61;48.79
77322;2.61;49.07
89054;3.12;48.23
93001;2.38;48.91
77250;3.27;48.73
77358;2.86;48.99
45191;2.35;48.28
94077;2.41;48.73
89342;3.27;48.24
77435;2.53;48.50
89124;3.18;48.35
91408;2.44;48.44
60226;2.71;49.09
91359;2.37;48.40
77177;2.77;48.78
77136;2.75;48.68
77357;3.07;48.65
77020;3.19;48.68
77097;3.26;48.75
77420;2.70;49.04
89126;3.11;48.12
77055;2.64;48.89
77355;3.20;48.48
77068;3.14;48.51
91657;2.43;48.70
77036;3.23;48.68
77532;3.22;48.56
10057;3.50;48.42
77518;2.60;48.50
77132;2.79;48.89
89240;3.38;48.18
94044;2.49;48.75
45033;2.43;48.15
95055;2.47;49.09
91521;2.41;48.65
89291;3.30;48.11
95241;2.45;49.05
77242;3.23;48.49
77419;2.82;48.39
77156;2.73;48.28
77329;2.81;48.25
95395;2.39;49.05
95682;2.39;49.07
77197;3.20;48.71
94022;2.42;48.76
77489;2.96;48.22
45151;2.43;48.13
95641;2.57;49.06
10154;3.46;48.45
77056;2.52;48.23
77390;2.66;48.79
77161;2.89;48.31
95250;2.50;49.10
77240;3.27;48.80
77110;2.65;48.17
77432;3.24;48.81
93030;2.42;48.95
93055;2.41;48.90
77509;3.03;48.49
60091;2.91;49.12
77185;2.54;48.45
77507;3.31;48.40
95277;2.46;48.99
95316;2.44;49.08
93008;2.44;48.91
91228;2.43;48.63
91204;2.40;48.57
77047;2.91;48.88
95088;2.44;48.97
10334;3.55;48.48
93007;2.46;48.94
60413;2.75;49.13
10254;3.52;48.58
89171;3.51;48.22
77310;3.25;48.38
77111;2.77;48.87
77307;2.75;48.87
77395;2.50;48.27
51402;3.51;48.74
77011;2.60;48.20
77065;2.53;48.46
89111;3.46;48.23
77069;2.61;48.47
91195;2.47;48.46
77333;2.71;48.26
60341;2.75;49.08
91045;2.39;48.52
91654;2.42;48.47
77025;3.19;48.40
77359;2.55;48.48
91599;2.48;48.48
77466;2.90;48.82
77513;2.85;48.94
45021;2.40;48.11
51116;3.56;48.77
77414;3.26;48.63
77412;2.51;48.47
77321;3.23;48.40
93066;2.36;48.93
89229;3.11;48.25
77073;3.32;48.53
91174;2.47;48.60
91293;2.37;48.46
77248;2.79;48.92
77456;3.30;48.51
89278;3.40;48.15
77066;3.35;48.71
45265;2.95;48.12
77174;3.26;48.46
77511;2.64;49.03
10038;3.59;48.33
77004;2.81;48.61
89434;3.44;48.14
89395;3.53;48.17
45056;2.50;48.18
77353;2.85;48.24
94041;2.39;48.81
77275;3.32;48.67
77467;3.09;48.39
77252;2.67;48.63
77458;2.75;48.19
91225;2.48;48.65
89456;3.17;48.30
77521;2.87;48.85
77134;3.29;48.64
77139;2.60;48.92
89411;3.47;48.18
89460;3.06;48.34
77260;3.24;48.51
91159;2.44;48.53
77131;3.09;48.81
77348;2.65;48.24
77173;2.93;49.04
95351;2.50;49.04
77306;2.67;48.60
77115;2.96;48.25
77363;2.63;48.91
77311;3.05;48.45
94053;2.55;48.77
89461;3.56;48.24
77229;2.87;48.76
77201;3.02;48.63
45091;2.86;48.13
91412;2.42;48.49
60494;2.58;49.11
77223;3.08;48.48
77454;3.15;48.52
77437;2.80;49.04
77095;2.76;48.97
60213;2.70;49.13
91468;2.46;48.57
77039;2.59;48.53
77121;2.68;48.83
10225;3.55;48.52
89172;3.40;48.22
77029;2.86;48.64
51459;3.46;48.75
77037;2.70;48.48
89113;3.22;48.15
89115;3.28;48.37
77050;2.83;48.15
89471;3.40;48.20
91235;2.37;48.63
77360;2.99;48.74
91086;2.38;48.61
93006;2.42;48.87
93077;2.51;48.88
77423;3.33;48.79
94071;2.53;48.77
94047;2.55;48.71
45145;2.80;48.11
77520;2.64;48.31
77239;3.14;48.66
77222;2.80;48.64
77198;2.51;48.25
45225;2.38;48.18
77076;3.26;48.49
77534;2.77;48.64
77506;2.83;48.30
77527;3.02;48.68
95604;2.54;49.11
77175;2.64;48.65
77259;2.66;49.05
77247;3.35;48.76
91027;2.39;48.71
95149;2.44;49.13
77012;3.35;48.67
95492;2.41;49.04
77425;2.58;48.43
77469;3.03;48.73
93057;2.50;48.91
89432;3.56;48.13
45303;2.59;48.12
77186;2.68;48.41
89309;3.19;48.28
60500;2.76;49.10
77220;2.56;48.26
77337;2.62;48.85
77179;2.80;48.46
77243;2.71;48.87
77302;2.71;48.30
77143;2.87;48.98
77316;2.82;48.35
77342;2.57;48.22
77479;2.64;48.87
77093;3.38;48.78
89450;3.16;48.21
77007;2.87;48.65
89326;3.31;48.15
77293;3.10;48.37
77531;2.97;48.28
77251;2.55;48.63
91069;2.37;48.33
77015;3.34;48.39
89180;3.15;48.18
77230;2.54;48.21
77103;2.83;48.54
77040;2.57;48.51
77188;2.77;48.48
95371;2.51;49.08
77237;2.76;48.83
77014;2.73;48.41
77471;2.46;48.34
77153;2.68;49.05
77046;2.45;48.26
77328;2.43;48.32
77193;2.85;49.05
45094;2.89;48.15
77128;2.87;48.88
77205;2.84;49.04
89074;3.13;48.30
77386;2.64;48.34
77272;3.15;48.56
91577;2.49;48.59
94004;2.53;48.75
77266;2.84;48.45
77459;3.36;48.54
77473;2.79;48.27
89209;2.97;48.17
51071;3.49;48.66
91047;2.38;48.50
94058;2.50;48.84
89390;3.21;48.33
95580;2.55;49.09
77442;2.77;48.42
77474;2.80;48.95
77284;2.90;48.96
45157;2.38;48.15
77023;2.88;49.02
93050;2.54;48.86
77207;2.53;48.16
94067;2.42;48.84
89465;3.21;48.26
77016;2.71;48.22
77309;2.83;49.01
51473;3.48;48.68
89245;3.25;48.11
51625;3.44;48.77
77090;3.18;48.56
77194;2.95;48.42
94075;2.53;48.72
60619;2.79;49.11
10259;3.44;48.48
77462;2.66;49.01
77026;3.42;48.60
60473;2.83;49.10
77327;3.01;48.55
91215;2.52;48.69
77369;2.92;48.97
93010;2.48;48.90
94052;2.48;48.84
77350;2.68;48.76
91037;2.49;48.53
95493;2.46;49.10
89274;3.21;48.22
77151;3.17;48.71
45250;2.91;48.12
77009;2.56;48.18
77191;2.93;48.53
77463;2.78;48.40
77439;3.02;48.43
45233;2.42;48.20
94042;2.47;48.82
77224;2.96;48.77
89162;3.26;48.27
89399;3.33;48.25
77032;3.25;48.71
60666;2.67;49.11
91463;2.46;48.38
77533;2.77;48.43
77256;3.17;48.53
89373;3.35;48.22
77027;2.49;48.14
93053;2.46;48.89
77482;2.93;48.37
77447;2.55;48.55
77006;2.56;48.41
89483;3.41;48.25
94028;2.45;48.78
77332;2.70;49.00
89443;3.33;48.13
95352;2.44;49.12
77082;2.81;48.59
45013;2.42;48.25
77165;2.88;48.50
77468;2.65;48.85
77002;3.14;48.74
77493;2.83;48.64
77262;3.49;48.61
77445;2.57;48.59
95056;2.37;49.09
77318;2.90;48.78
91386;2.44;48.56
77187;3.39;48.41
93062;2.52;48.90
77155;2.75;48.89
77154;2.90;48.81
77182;3.30;48.79
77091;2.84;48.74
77079;2.81;48.41
77426;2.84;48.57
77138;2.90;48.66
91441;2.50;48.50
91286;2.39;48.66
95094;2.43;49.02
94068;2.49;48.80
45255;2.69;48.11
89308;3.44;48.20
77495;2.63;48.57
89332;3.06;48.30
60527;2.92;49.09
10355;3.48;48.52
89449;3.09;48.33
95268;2.40;48.97
77051;3.24;48.41
91114;2.50;48.70
94073;2.39;48.76
89036;3.09;48.14
77323;2.62;49.05
95144;2.46;49.06
93071;2.53;48.94
77295;2.74;48.56
77273;2.75;49.05
77436;3.19;48.80
77038;2.61;48.52
89459;3.14;48.14
89142;3.42;48.08
77268;2.81;48.87
91691;2.49;48.72
77433;3.08;48.76
93061;2.41;48.88
89239;3.35;48.16
77215;2.73;48.75
89214;3.50;48.26
10420;3.55;48.59
77530;3.34;48.61
91687;2.37;48.67
94046;2.44;48.81
89369;3.16;48.25
77112;2.60;48.25
77438;2.68;48.86
77281;3.04;48.77
51618;3.45;48.80
77277;2.89;48.72
77096;2.71;48.49
45124;2.50;48.23
77457;2.73;48.66
77529;2.89;48.84
91421;2.46;48.70
77022;2.60;48.45
89404;3.20;48.17
77391;3.29;48.59
77325;3.25;48.43
91553;2.49;48.63
77052;2.88;48.56
94079;2.55;48.83
95214;2.41;49.09
77125;2.84;48.90
95280;2.47;49.02
45222;2.74;48.11
77308;2.74;49.03
77336;2.83;48.77
77413;2.84;48.88
51386;3.55;48.80
77403;3.33;48.57
77376;2.77;48.93
77380;2.92;49.07
77124;2.72;48.86
77163;2.88;49.06
95331;2.44;49.09
77480;2.89;48.45
77087;2.99;48.65
10031;3.56;48.55
77034;2.79;48.56
89165;3.59;48.21
77141;2.85;48.85
93078;2.54;48.96
77508;2.84;48.81
77486;3.08;48.70
77455;2.71;48.65
89466;3.18;48.18
77108;2.60;48.88
77416;3.12;48.61
95652;2.38;49.12
45114;2.63;48.10
77094;2.78;48.95
77044;2.87;48.57
77392;2.72;49.06
77101;3.09;48.42
77394;2.68;48.56
77147;3.07;48.59
91097;2.53;48.69
77190;3.01;48.52
77178;2.66;48.23
77249;2.62;48.75
77140;3.00;48.47
91573;2.52;48.61
91648;2.37;48.58
94019;2.54;48.80
95019;2.42;48.99
91340;2.42;48.60
77123;2.66;48.99
77313;2.99;48.32
93063;2.44;48.88
89391;3.25;48.35
77144;2.91;48.76
51137;3.59;48.70
10169;3.42;48.44
77344;2.82;49.07
94048;2.55;48.74
77234;2.76;48.91
89143;3.06;48.21
77470;2.78;48.74
91180;2.49;48.44
77365;3.04;48.71
10367;3.51;48.55
94011;2.49;48.77
93014;2.55;48.91
91659;2.45;48.59
77169;2.61;48.82
77352;2.78;48.66
77048;2.70;48.33
77152;2.63;48.51
77515;2.78;48.98
77374;2.71;48.80
77035;3.01;48.24
77267;2.70;48.21
77444;3.39;48.71
89255;3.25;48.31
94078;2.45;48.74
77285;2.63;48.54
77145;2.74;48.60
77119;3.02;48.60
10153;3.51;48.46
77077;2.89;49.00
77378;2.55;48.52
45127;2.77;48.15
89338;3.31;48.22
77441;2.75;48.46
77033;3.24;48.67
77244;2.60;48.28
77366;2.79;49.01
77341;3.34;48.45
77214;2.66;48.97
77195;2.77;48.59
77104;2.82;48.71
91201;2.42;48.68
89195;3.26;48.15
77003;2.53;48.29
77510;2.79;48.81
89354;3.24;48.21
77226;2.79;48.44
77102;2.63;48.23
77483;2.93;49.01
77387;2.82;48.22
77278;3.16;48.77
77381;2.96;48.61
95205;2.38;49.03
77200;2.56;48.23
89287;3.24;48.19
51185;3.49;48.71
93064;2.49;48.87
77241;2.71;49.02
77271;2.62;48.18
77088;2.57;48.32
94017;2.52;48.82
60241;2.66;49.15
77382;2.88;48.90
93046;2.54;48.92
91617;2.52;48.64
77301;3.44;48.70
77434;3.21;48.44
77045;2.67;48.20
77326;2.55;48.58
91244;2.40;48.55
51233;3.53;48.69
77461;3.18;48.49
77060;2.45;48.29
77232;2.83;48.92
94070;2.58;48.74
89467;3.07;48.27
77340;2.77;48.29
77196;2.74;48.94
77430;2.79;49.07
77286;3.10;48.51
89151;3.18;48.11
77261;2.90;48.24
77255;2.69;48.51
77528;2.66;48.57
89100;3.01;48.20
95365;2.42;49.07
91405;2.46;48.40
60446;2.81;49.14
94002;2.42;48.80
77053;2.61;48.69
77135;2.95;48.64
89387;3.30;48.20
77192;2.86;48.70
77349;2.66;49.08
77396;3.33;48.64
94018;2.41;48.82
77407;2.52;48.54
77487;2.70;48.52
93027;2.40;48.93
77364;2.77;49.00
77477;2.60;48.34
91191;2.46;48.72
94081;2.39;48.79
77368;3.28;48.55
77116;3.21;48.77
91099;2.40;48.44
77180;2.64;48.73
89458;3.23;48.24
89136;3.27;48.26
77319;3.25;48.59
89189;3.25;48.29
93074;2.58;48.93
10231;3.44;48.51
77212;3.13;48.39
77133;3.05;48.41
77494;2.85;48.41
77370;2.76;48.23
77114;2.68;48.72
95633;2.49;49.00
77061;2.99;48.36
77276;2.87;48.92
77083;2.60;48.85
77122;2.57;48.66
77485;2.52;48.35
77089;2.96;48.51
77291;2.60;49.02
77274;2.88;49.04
77216;2.68;48.31
89122;3.55;48.29
